time [Yr]               Velocity [AU]
0.3733457781926064     -3.5046322850251276e-07
0.3766792226407547      1.614617576675914e-07
0.38001266708890297     9.458156400950008e-08
0.3833461115370512      2.617829211092902e-07
0.3866795559851995      3.995464664884117e-07
0.3900130004333478     1.3131474503416953e-07
0.39334644488149606     6.091821024737743e-07
0.3966798893296443      2.686621469302647e-07
0.4000133337777926      6.226921563211302e-07
0.40334677822594084      3.06592983046049e-07
0.40668022267408915    1.8556067451704195e-07
0.4100136671222374      3.742160673412677e-07
0.4133471115703857      3.154375559582488e-07
0.41668055601853393     6.507696887322084e-07
0.42001400046668225     4.669127517147984e-07
0.4233474449148305     1.7395274407483213e-07
0.42668088936297877    1.7934935796784017e-07
0.430014333811127       6.078491857297103e-08
0.4333477782592753     2.8814470911312815e-08
0.4366812227074236      4.515334198543802e-07
0.44001466715557186    -5.237929884341431e-09
0.4433481116037201     1.8704693146272778e-07
0.4466815560518684     3.8119833360976085e-07
0.4500150005000167     1.6356650111890105e-07
0.45334844494816495     2.466307546082786e-07
0.4566818893963132      2.295220780437024e-07
0.46001533384446147    -1.1848917466179067e-08
0.46334877829260973    2.1928227489232065e-07
0.46668222274075805    2.2194500832658885e-08
0.4700156671889063      1.699390010886687e-07
0.47334911163705456     3.170281785340062e-07
0.4766825560852028      2.639987190607918e-07
0.48001600053335114     5.970956485554286e-07
0.4833494449814994     3.6624772613947493e-07
0.48668288942964766    1.0241974821790095e-07
0.4900163338777959      5.498709826244903e-07
0.4933497783259442      5.112762320783543e-07
0.4966832227740925      4.146886392250356e-07
0.5000166672222407      2.966238406400217e-07
0.503350111670389       2.836466331063001e-07
0.5066835561185373     2.1161733638716548e-07
0.5100170005666855     3.7681533104454415e-07
0.5133504450148338      4.443489318125541e-07
0.516683889462982       4.955932873105757e-07
0.5200173339111304     3.9485487988750877e-07
0.5233507783592787     4.0757919953612194e-07
0.5266842228074269     -4.3244464153828544e-08
0.5300176672555752      3.774862553487644e-07
0.5333511117037235      3.193550023286295e-08
0.5366845561518717     -2.981827696614216e-07
0.54001800060002        2.551455023494292e-07
0.5433514450481682     4.1781960351142844e-07
0.5466848894963166     -5.558321773005314e-08
0.5500183339444649      3.844508014812847e-07
0.5533517783926131      1.854607170304476e-07
0.5566852228407614     3.4439582858760597e-07
0.5600186672889096      5.366093519080502e-07
0.5633521117370579      5.211018623893041e-07
0.5666855561852062     4.1833467239930173e-07
0.5700190006333544      2.148122302408124e-07
0.5733524450815027     3.0884055219690477e-07
0.5766858895296509      5.545068455083156e-07
0.5800193339777993      7.106110982647876e-07
0.5833527784259476      6.010337546332673e-07
0.5866862228740958     -6.450302129971914e-08
0.5900196673222441      5.973558504416282e-07
0.5933531117703923      4.166787052998919e-07
0.5966865562185406     4.0249678696044266e-07
0.6000200006666889      5.285720710257085e-07
0.6033534451148371     5.3937725494066613e-08
0.6066868895629854      8.123623054542682e-07
0.6100203340111338      2.000353976967141e-07
0.613353778459282      3.1335608040484026e-07
0.6166872229074303     4.7496001151611454e-08
0.6200206673555785      4.446873295679193e-07
0.6233541118037268      2.100768384491621e-07
0.6266875562518751      3.108554683982858e-07
0.6300210007000233      5.393190859586723e-07
0.6333544451481716     2.7378516423405495e-07
0.6366878895963198      2.611790661459801e-07
0.6400213340444681     -1.1552978353146377e-08
0.6433547784926165     1.9810680389390136e-07
0.6466882229407647     2.2803360877749903e-07
0.650021667388913       3.239372459312382e-07
0.6533551118370612     -4.7720165231561096e-08
0.6566885562852095      2.643675910229045e-07
0.6600220007333578     3.4588593970725723e-07
0.663355445181506      2.3764334391924955e-07
0.6666888896296543      5.079073022430215e-07
0.6700223340778025      5.059760162650868e-07
0.6733557785259509      5.027273568277662e-07
0.6766892229740992       9.41476978499442e-07
0.6800226674222474      3.856639240883596e-07
0.6833561118703957      5.265900541696965e-07
0.686689556318544       6.693770644058754e-07
0.6900230007666922      5.806442317488456e-07
0.6933564452148405     1.5125428081417172e-07
0.6966898896629887      4.193291637680765e-07
0.700023334111137       3.245815334711504e-07
0.7033567785592854      4.165665549968417e-07
0.7066902230074336      5.795693029361779e-07
0.7100236674555819     1.9540941937082699e-07
0.7133571119037301     1.4642496163264174e-07
0.7166905563518784     1.3968167762758348e-07
0.7200240008000267      3.742633385304327e-07
0.7233574452481749     1.2983389833237138e-07
0.7266908896963232      3.616230254277943e-07
0.7300243341444714      9.472909521746313e-07
0.7333577785926197      9.090188985871133e-08
0.7366912230407681     1.4105914114507528e-07
0.7400246674889163      5.016644241938638e-07
0.7433581119370646      3.832554158322901e-07
0.7466915563852128      9.019276701546605e-08
0.7500250008333611     1.8051821023085832e-07
0.7533584452815094     -6.686255512498618e-08
0.7566918897296576      3.272883132371229e-07
0.7600253341778059      4.283173210335454e-07
0.7633587786259542      6.203306198939888e-08
0.7666922230741025      8.869424770969997e-07
0.7700256675222508     -1.4797211304155677e-07
0.773359111970399       4.150368607133485e-07
0.7766925564185473      4.816510749198454e-07
0.7800260008666956     4.1617932723745246e-07
0.7833594453148438     4.6976240639075434e-07
0.7866928897629921      6.835846116716742e-07
0.7900263342111403      5.412376284878984e-07
0.7933597786592886     3.6027438648210687e-07
0.796693223107437      3.9908058729686303e-07
0.8000266675555852     1.1624366606288534e-07
0.8033601120037335      6.260100143899933e-07
0.8066935564518817     3.8168954621556795e-07
0.81002700090003       -3.795362173491924e-08
0.8133604453481783      3.032398568408189e-07
0.8166938897963265       8.75899666362433e-07
0.8200273342444748      5.951552271126471e-07
0.8233607786926231     1.5562773404513895e-07
0.8266942231407713      2.440581569999897e-07
0.8300276675889197     -1.2899129363516451e-08
0.8333611120370679      1.802778183662514e-07
0.8366945564852162      4.901249380160801e-07
0.8400280009333645     3.9781309836377466e-07
0.8433614453815127      6.185416061332654e-07
0.846694889829661       6.357918561224446e-07
0.8500283342778092     3.8241000143321394e-07
0.8533617787259575      6.846127191050661e-07
0.8566952231741058     1.1610164260144423e-07
0.860028667622254       2.749612956623017e-07
0.8633621120704024      4.863081187833968e-07
0.8666955565185506      3.985376112989869e-07
0.8700290009666989      4.371166308232713e-07
0.8733624454148472      2.053998410280405e-07
0.8766958898629954      6.022034094007824e-07
0.8800293343111437      8.245424390951612e-07
0.8833627787592919     2.0541789876726216e-07
0.8866962232074402     3.5678075511633313e-07
0.8900296676555886       5.97885107965829e-07
0.8933631121037368      4.294111782665706e-07
0.8966965565518851     1.4629121836217003e-07
0.9000300010000334      2.177838636431305e-08
0.9033634454481816     -4.0305731318844636e-08
0.9066968898963299     -2.724982834731495e-07
0.9100303343444781      3.874362718284807e-07
0.9133637787926264      5.551169566244802e-07
0.9166972232407747     4.1196730566910194e-07
0.9200306676889229     2.5752280391688145e-07
0.9233641121370713     2.2339367776818973e-07
0.9266975565852195     1.2563128671203615e-07
0.9300310010333678     2.1297629069886603e-07
0.9333644454815161      5.566926387047605e-07
0.9366978899296643      6.432002775397091e-07
0.9400313343778126     1.6043591997076397e-08
0.9433647788259608     1.3626094496841485e-08
0.9466982232741091      7.674035786503752e-07
0.9500316677222574     3.9464074372113467e-07
0.9533651121704056      7.561515229416954e-07
0.956698556618554       6.039727986301136e-07
0.9600320010667023      6.271051623433005e-07
0.9633654455148505      2.801460207098623e-07
0.9666988899629988     3.4020399529615123e-07
0.970032334411147       2.797925327276638e-07
0.9733657788592953     -1.2511137006234828e-07
0.9766992233074436     1.0437152149842371e-07
0.9800326677555918     2.2318288054480837e-07
0.9833661122037402      6.127731368311023e-07
0.9866995566518884      6.862373352419582e-07
0.9900330011000367      3.333947530667244e-07
0.993366445548185      -1.130093186683048e-08
0.9966998899963332      1.564735855015028e-07
1.0000333344444814     -2.606475022877654e-08
1.0033667788926297     2.2061848297876346e-07
1.006700223340778        5.96513761019205e-07
1.0100336677889263     2.1932099701783346e-07
1.0133671122370747     2.6816864963693476e-07
1.0167005566852227     1.0083228642946827e-07
1.020034001133371      2.9195404350623217e-07
1.0233674455815194      5.907701598518801e-07
1.0267008900296677      1.449698127627059e-07
1.030034334477816        4.92680351644013e-07
1.033367778925964       3.240091868591989e-07
1.0367012233741124     4.0949775775056534e-07
1.0400346678222607     1.1826940379702094e-07
1.043368112270409      2.4412341745149085e-07
1.0467015567185574     3.2092296799184404e-07
1.0500350011667055      4.913144173101422e-07
1.0533684456148538     2.0535809825399264e-07
1.056701890063002       6.284312004959905e-07
1.0600353345111504      6.688417028086253e-07
1.0633687789592987      6.228418338842232e-07
1.066702223407447      4.3521419368637685e-07
1.0700356678555951     4.7602384043950915e-07
1.0733691123037434     2.7866102849253807e-07
1.0767025567518917     1.5634728313359548e-07
1.08003600120004       1.2609854024758481e-07
1.0833694456481884      6.753291825380629e-07
1.0867028900963365        5.6732979201341e-07
1.0900363345444848     3.5655006460198353e-07
1.093369778992633       5.736623774085636e-08
1.0967032234407814      8.561462819113238e-07
1.1000366678889297     4.4993961972666783e-07
1.1033701123370778      7.538214479940091e-07
1.1067035567852261      3.015699662660933e-07
1.1100370012333745     -1.8322420453450534e-07
1.1133704456815228     1.2505708053122254e-07
1.116703890129671      1.6470227331807032e-07
1.1200373345778192      6.419057036823712e-07
1.1233707790259675      2.162493015831631e-07
1.1267042234741158     -1.9275330794547978e-08
1.1300376679222641      2.432334399088769e-07
1.1333711123704124       3.41771624022356e-09
1.1367045568185605     1.2666122909455448e-07
1.1400380012667088      3.198334394762694e-07
1.1433714457148572      7.657443814591959e-08
1.1467048901630055      5.057129912207216e-07
1.1500383346111538      5.495944607777313e-07
1.1533717790593019      2.780620742560328e-07
1.1567052235074502     4.5851980703587766e-07
1.1600386679555985      2.934293705964092e-07
1.1633721124037468     3.6633069523101697e-07
1.1667055568518951      2.097621681871399e-07
1.1700390013000432     3.0345390497042935e-07
1.1733724457481916     1.0274602675544604e-06
1.1767058901963399      5.382501961888685e-07
1.1800393346444882     1.5232576002348728e-07
1.1833727790926365      3.522199849083217e-07
1.1867062235407846     3.0136012506383253e-07
1.190039667988933      3.3194170869211866e-07
1.1933731124370812      6.403664392779393e-07
1.1967065568852295     3.1427846328613923e-07
1.2000400013333778      5.637439231383356e-07
1.203373445781526       4.046559165164933e-07
1.2067068902296743      4.335273910711515e-07
1.2100403346778226       2.77469208203165e-07
1.2133737791259709      6.023189814866745e-07
1.2167072235741192     1.0385669931143376e-07
1.2200406680222675     4.6408156521101303e-07
1.2233741124704156      5.055214466690757e-07
1.226707556918564      2.3689901412092497e-07
1.2300410013667122     2.8118956095918073e-07
1.2333744458148606     2.7342713550605885e-07
1.2367078902630089       1.47713831183945e-07
1.240041334711157       7.169733715620301e-07
1.2433747791593053      2.079606212002847e-09
1.2467082236074536     4.0992401931747946e-07
1.250041668055602       6.818150638154885e-07
1.2533751125037502      5.074313984232528e-07
1.2567085569518983     3.9760837640475587e-07
1.2600420014000466     2.3465512846995822e-07
1.263375445848195       3.785012495198679e-07
1.2667088902963433      7.749156052784756e-07
1.2700423347444916      3.671753959612491e-07
1.2733757791926397      5.725606797826512e-07
1.276709223640788      2.7838210224157574e-07
1.2800426680889363      5.272614912223307e-07
1.2833761125370846     1.8222767703199757e-07
1.286709556985233       -4.66415230630252e-08
1.290043001433381       6.756125645387316e-07
1.2933764458815293     1.9833152139764794e-07
1.2967098903296777      5.801276984210779e-07
1.300043334777826        5.57137346801098e-07
1.3033767792259743     4.4256136295863666e-07
1.3067102236741224      9.581740790339149e-08
1.3100436681222707     2.7504711483225855e-07
1.313377112570419       6.315267781330013e-07
1.3167105570185673      1.433625062993731e-07
1.3200440014667156      2.751414954829872e-07
1.3233774459148637     2.2826549174374431e-07
1.326710890363012       6.706690250910931e-07
1.3300443348111604      3.749402722058102e-07
1.3333777792593087     1.5132786120483341e-07
1.336711223707457      2.9552381040895623e-07
1.340044668155605       5.334236082725656e-07
1.3433781126037534      3.617630149698253e-07
1.3467115570519017      4.016632761299708e-07
1.35004500150005       -6.186386513695712e-08
1.3533784459481983     -8.896414376507236e-08
1.3567118903963467     -5.088032081027075e-09
1.3600453348444947     1.1799257300072604e-07
1.363378779292643      1.7997248764411047e-07
1.3667122237407914      6.932022603992835e-08
1.3700456681889397     3.8251820843108246e-07
1.373379112637088       3.079973135519526e-07
1.376712557085236       4.783127163419776e-07
1.3800460015333844     5.1527674270957864e-08
1.3833794459815327      3.614570008851431e-07
1.386712890429681       7.252158326571657e-07
1.3900463348778294     4.7483804917306656e-07
1.3933797793259775       3.62401280699835e-07
1.3967132237741258      5.979242073036553e-07
1.400046668222274       7.001182875929436e-07
1.4033801126704224        5.6108964943738e-08
1.4067135571185707      5.183798257528102e-07
1.4100470015667188     2.2145959363203706e-07
1.4133804460148671     1.5229779135998041e-07
1.4167138904630154      2.085165205778628e-07
1.4200473349111637      5.888065299805347e-07
1.423380779359312      5.6479295221762196e-08
1.4267142238074602      6.887928366745282e-07
1.4300476682556085     4.6620516483443357e-07
1.4333811127037568     4.5775135909066385e-07
1.436714557151905       4.852179754376239e-07
1.4400480016000534     -1.6883608903141457e-08
1.4433814460482015      5.885415045893789e-07
1.4467148904963498       8.21530794278555e-07
1.4500483349444981      9.531790106252558e-08
1.4533817793926465      7.091155000898099e-07
1.4567152238407948      6.080509666515446e-07
1.4600486682889429      1.703443962877355e-07
1.4633821127370912      2.844606434086269e-07
1.4667155571852395     1.7799830696435453e-07
1.4700490016333878       6.42374058731179e-07
1.4733824460815361     3.5229939534151106e-07
1.4767158905296842     -2.618027001585144e-07
1.4800493349778325      4.467194224817299e-07
1.4833827794259808      7.647443951322958e-07
1.4867162238741292     1.2714757937499004e-07
1.4900496683222775     3.6777273268398734e-07
1.4933831127704256      4.181750351413248e-07
1.4967165572185739      7.658975338029148e-07
1.5000500016667222      5.419740697084415e-07
1.5033834461148705      6.452172226424314e-07
1.5067168905630188      5.010557526936177e-07
1.5100503350111671     3.6152484604957533e-07
1.5133837794593152      6.838436881454559e-07
1.5167172239074636      6.055643016417183e-07
1.5200506683556119      5.910951697140636e-07
1.5233841128037602      2.042256748006696e-07
1.5267175572519085      2.005151429125645e-07
1.5300510017000566      4.154279464450087e-09
1.533384446148205      3.2419603590190154e-07
1.5367178905963532     3.6105106013682923e-07
1.5400513350445015     -4.7732472653926626e-08
1.5433847794926498     3.0498332204717116e-07
1.546718223940798      2.4696988028346813e-07
1.5500516683889463     2.1485544537821032e-07
1.5533851128370946     3.4172432294787505e-07
1.5567185572852429     -5.104391900690775e-08
1.5600520017333912     2.9476016412546785e-07
1.5633854461815393      7.706720689106311e-07
1.5667188906296876      4.860468997558624e-07
1.570052335077836       5.377338797285591e-07
1.5733857795259842      2.905879643419963e-07
1.5767192239741326      7.000739640674732e-07
1.5800526684222806       5.01389432698884e-07
1.583386112870429       6.030087380540208e-07
1.5867195573185773     1.9212400982374802e-07
1.5900530017667256     -1.1277005383952104e-07
1.593386446214874       6.667315784052949e-07
1.596719890663022       6.093833224906251e-07
1.6000533351111703      7.194259483047078e-07
1.6033867795593186      3.650058115266163e-07
1.606720224007467      2.8101782818888307e-07
1.6100536684556153      6.822585213377465e-07
1.6133871129037634      3.184282633672969e-07
1.6167205573519117     1.7840730358113795e-07
1.62005400180006        2.821553687392653e-07
1.6233874462482083      6.925329602342621e-07
1.6267208906963566     1.5092379795326815e-07
1.6300543351445047      5.027544235712038e-07
1.633387779592653      2.3195484245630255e-07
1.6367212240408013      5.721670657108098e-07
1.6400546684889497     2.0361009145199213e-07
1.643388112937098      3.4752446327253287e-07
1.6467215573852463     4.2483698298296945e-07
1.6500550018333944      5.346989430816739e-07
1.6533884462815427     -3.390867974050573e-08
1.656721890729691       8.737397447590709e-08
1.6600553351778393      8.964633510868829e-07
1.6633887796259876     1.7822684130220805e-07
1.6667222240741357      7.508212533609919e-07
1.670055668522284      4.0261048171520606e-07
1.6733891129704324       7.14866719467134e-07
1.6767225574185807      6.908325214065734e-07
1.680056001866729       5.918400094962607e-07
1.683389446314877       6.832088820906284e-07
1.6867228907630254      2.752017848397862e-07
1.6900563352111737      5.708669311910733e-07
1.693389779659322       4.686075586493939e-07
1.6967232241074703      1.646001637822079e-07
1.7000566685556184      4.911543066953194e-07
1.7033901130037667     -2.0082639224505274e-07
1.706723557451915       5.870149158441258e-07
1.7100570019000634      5.013452528618036e-07
1.7133904463482117      5.031892306251384e-07
1.7167238907963598      5.366435462809418e-07
1.720057335244508       7.897616077547661e-07
1.7233907796926564      4.022048509540777e-07
1.7267242241408047      3.913622181478353e-07
1.730057668588953       1.875477670396695e-07
1.7333911130371011     2.9372743165831837e-07
1.7367245574852495      2.400154605017425e-07
1.7400580019333978      2.086525850318051e-07
1.743391446381546        7.62832151446288e-07
1.7467248908296944     3.2011671912287435e-07
1.7500583352778425     3.8000433597297146e-07
1.7533917797259908      8.492110802831549e-07
1.7567252241741391      5.345376420889082e-07
1.7600586686222874     1.1227849704982888e-07
1.7633921130704358      6.747379742736954e-07
1.7667255575185838      3.801715909544365e-07
1.7700590019667322     2.3582683661197408e-07
1.7733924464148805      4.314701656301691e-07
1.7767258908630288      1.106096559976348e-07
1.780059335311177      3.8129388752932017e-07
1.7833927797593254      3.458612646238024e-07
1.7867262242074735     2.1541627828978467e-07
1.7900596686556218     2.5566297430594363e-07
1.7933931131037701       3.51910572225958e-07
1.7967265575519185     4.0208578972629644e-07
1.8000600020000668      7.698016039459507e-07
1.8033934464482149     2.1579587699612338e-07
1.8067268908963632       6.84695606379938e-07
1.8100603353445115     -2.714782647679797e-07
1.8133937797926598      5.695639710856535e-07
1.8167272242408081      5.116262794295357e-07
1.8200606686889562      8.459168667283503e-08
1.8233941131371045      6.553176761659067e-07
1.8267275575852528      5.319549819224107e-07
1.8300610020334012     1.6811639587871166e-08
1.8333944464815495     1.3410119575718738e-07
1.8367278909296976      5.272094710557819e-07
1.8400613353778459     3.9091256730697754e-07
1.8433947798259942       7.07541636145112e-07
1.8467282242741425      4.896759384177878e-07
1.8500616687222908      3.098612070904089e-07
1.853395113170439      1.0045158487251922e-07
1.8567285576185872     2.7366776318843473e-07
1.8600620020667356     3.1564958998670724e-07
1.8633954465148839     3.3400329598128776e-07
1.8667288909630322     -1.4625637845990747e-08
1.8700623354111803      4.614299930978538e-07
1.8733957798593286     2.2632148246344363e-07
1.876729224307477       7.195197882974145e-07
1.8800626687556252     2.3705096146436338e-07
1.8833961132037735      1.748520935977701e-07
1.8867295576519216       4.88177101978819e-07
1.89006300210007       2.5984438942079084e-07
1.8933964465482183      4.855331952234946e-07
1.8967298909963666      5.980483237048075e-07
1.900063335444515       8.130775570365012e-07
1.903396779892663       3.685596350363135e-07
1.9067302243408113      5.903759062251637e-07
1.9100636687889596      4.961503146695504e-07
1.913397113237108        5.23010933857972e-07
1.9167305576852562     1.3416032186180492e-07
1.9200640021334046      7.032008281189147e-07
1.9233974465815527      6.030415591949031e-07
1.926730891029701       3.711801382775092e-07
1.9300643354778493      4.911735600785617e-07
1.9333977799259976     -5.6721220583347276e-09
1.936731224374146      3.9940439425026747e-07
1.940064668822294       6.350071587592338e-07
1.9433981132704423     1.8030713994901834e-07
1.9467315577185906      4.977273026672625e-07
1.950065002166739        7.55916927030604e-07
1.9533984466148873      3.566164936433588e-07
1.9567318910630354       1.86700410760511e-07
1.9600653355111837     3.6430916967380107e-07
1.963398779959332      1.1525330616905783e-07
1.9667322244074803      6.339287841478375e-07
1.9700656688556286     -1.2222712376836264e-07
1.9733991133037767     -2.3346433336290224e-09
1.976732557751925      -2.8461288188765466e-08
1.9800660022000733      2.846399739999378e-07
1.9833994466482217      7.484302202954509e-07
1.98673289109637        4.491233665150793e-07
1.990066335544518       6.952901786657767e-07
1.9933997799926664      3.138688806486152e-07
1.9967332244408147     3.4533841781674016e-07
2.000066668888963      2.5178363588716717e-07
2.0034001133371113      2.666822010727247e-07
2.0067335577852594     4.4007184044206104e-07
2.010067002233408       4.972342716650022e-07
2.013400446681556      3.2149346236339033e-07
2.016733891129704       9.911010817032373e-08
2.0200673355778527      4.327801452162298e-07
2.0234007800260008      5.296210870181279e-07
2.0267342244741493      5.169247178038427e-07
2.0300676689222974     4.0716753887515495e-07
2.0334011133704455     4.6976223232813457e-07
2.036734557818594       6.581277444152343e-07
2.040068002266742       7.005501908788167e-07
2.0434014467148907      5.682674191459092e-07
2.0467348911630387      5.895196239055004e-07
2.050068335611187       4.862423368811522e-07
2.0534017800593354     3.2806476208539395e-07
2.0567352245074835     3.7808361293066674e-07
2.060068668955632      4.2677220359355797e-07
2.06340211340378        9.247954972401252e-07
2.066735557851928       6.797153321893208e-07
2.0700690023000767      8.406392220422024e-08
2.073402446748225       5.329682940224275e-07
2.0767358911963734      1.350874108486401e-07
2.0800693356445215     1.3808044843388253e-07
2.0834027800926695      6.611159300985164e-07
2.086736224540818       6.116092768065386e-07
2.090069668988966       4.463186483895585e-07
2.0934031134371147      6.532015471211586e-07
2.096736557885263      1.8836590002335033e-07
2.100070002333411       4.829328965314327e-07
2.1034034467815594     3.4906711525286893e-07
2.1067368912297075      4.842402526837556e-07
2.110070335677856       6.492911873449522e-07
2.113403780126004      2.9922442206520857e-07
2.1167372245741523      4.969689587785556e-07
2.120070669022301       4.455219015947207e-07
2.123404113470449       6.818670168441487e-07
2.1267375579185974      5.515832369865837e-07
2.1300710023667455     3.8662795657347054e-07
2.133404446814894       2.473104297985599e-07
2.136737891263042        5.47888156381359e-07
2.1400713357111902        3.7703164061041e-07
2.1434047801593388     -8.471850533079528e-08
2.146738224607487       4.755591129245786e-07
2.1500716690556354      2.557886380554464e-07
2.1534051135037835      5.765529195034259e-07
2.1567385579519316      3.683544070503818e-07
2.16007200240008       1.3692200547922356e-07
2.163405446848228      1.1213443678709222e-07
2.1667388912963768      5.361331789545622e-07
2.170072335744525       8.569136823582774e-07
2.173405780192673      2.3995103879998554e-07
2.1767392246408215      3.401961085344436e-07
2.1800726690889696      4.290197444720875e-07
2.183406113537118       7.318281926445744e-07
2.186739557985266      4.2082931654458247e-07
2.1900730024334143      3.711610649575409e-07
2.193406446881563       2.739562930727934e-07
2.196739891329711         6.1608518596263e-07
2.2000733357778595     2.2046091305219386e-07
2.2034067802260076      5.722364648557007e-07
2.2067402246741556      3.676865365304525e-07
2.210073669122304        4.37815612890031e-07
2.2134071135704523      4.929386616940578e-08
2.216740558018601        7.23679343177244e-07
2.220074002466749      3.9169450387482766e-07
2.223407446914897       7.082429047910346e-07
2.2267408913630455      7.026515839949557e-07
2.2300743358111936      8.818471695845934e-07
2.233407780259342       7.507230519683104e-07
2.2367412247074903      6.769104279605987e-07
2.2400746691556384      7.382852632764091e-07
2.243408113603787       8.867599802885138e-07
2.246741558051935       6.043257271872323e-07
2.2500750025000835      8.454178516417444e-07
2.2534084469482316      5.368182432542703e-07
2.2567418913963797       1.94743871457022e-07
2.2600753358445282     4.4198664082485624e-07
2.2634087802926763      4.243916306858741e-07
2.266742224740825       4.220525102113129e-07
2.270075669188973       5.488700092272335e-07
2.273409113637121      -4.447063230411388e-08
2.2767425580852696     2.9485999040038776e-07
2.2800760025334177      3.040920877120199e-07
2.2834094469815662      6.755871743801225e-07
2.2867428914297143     3.2571563870028347e-07
2.2900763358778624      1.044819049262198e-07
2.293409780326011      2.1094229066200353e-07
